DENUMIRE^CUI^ADR_JUDET^ADRESA
SORIN MILITARU VIDEO S.R.L.^42834427^Bucureşti^Bucureşti Sectorul 3, PICT.JEAN STERIADI 29
MM WEINVEST DESIGN LINE S.R.L.^43484907^Cluj^Municipiul Cluj-Napoca, ALEXANDRU VLAHUŢĂ 31
CONFLUENȚA CONSTRUCT S.R.L.^44214634^Maramureş^Municipiul Sighetu Marmaţiei, LOCUL TÎRGULUI 90
AMB-URG PROXIM S.R.L.^44240641^Bucureşti^Bucureşti Sectorul 3, SOLD. CONSTANTIN DRĂGAN 93A
ROCONI STYLE S.R.L.^44456239^Dolj^Municipiul Craiova, BLANDUZIEI 11
BLUE LUNAR ARGENTUM S.R.L.^45476323^Ilfov^Oraş Popeşti Leordeni, Drumul Fermei 14B
R&D INITIATIVE BROKER S.R.L.^45544568^Dâmboviţa^Sat Bâldana, Comuna Tărtăseşti, Nordului 493
MONTANA ILVA FOREST S.R.L.^45482953^Bistriţa-Năsăud^Sat Măgura Ilvei, Comuna Măgura Ilvei,  376A
INCLAUD INTERNATIONAL SOLUTIONS S.R.L.^45483010^Cluj^Municipiul Cluj-Napoca, BUSUIOCULUI 47C
LOTUS PERFECT PRODUCTS S.R.L.^39274338^Alba^Municipiul Alba Iulia, REGIMENTUL V VÂNĂTORI 32
GEOGROUP IMPEX S.R.L.^46324552^Bucureşti^Bucureşti Sectorul 4, CREVEDIA 1
ABERCU LEADING SOFTWARE S.R.L.^47023000^Bucureşti^Bucureşti Sectorul 2, LANTERNEI 46
DIGITAL ARTFLOW S.R.L.^48132081^Bucureşti^Bucureşti Sectorul 3, MOŞILOR 88
ERKDIN SERV S.R.L.^48428258^Dâmboviţa^Loc. Răcari, Oraş Răcari, TUDOR VLADIMIRESCU 50
PROMARKETY AGENCY S.R.L.^50015709^Cluj^Municipiul Cluj-Napoca, EUGEN IONESCO 67
CĂTĂLIN ȘI ELLA STORE S.R.L.^49800219^Călăraşi^Sat Coslogeni, Comuna Dichiseni, LICHIREŞTI 42
RAICA CORNELIA-NATALIA PERSOANĂ FIZICĂ AUTORIZATĂ^51693017^Constanţa^Municipiul Mangalia, ŞTEFAN CEL MARE 7
MY PUNKT ROMANIA S.R.L.^51870232^Braşov^Municipiul Braşov, 15 NOIEMBRIE 46
PICATURA DE AUR S.R.L.^52690400^Dâmboviţa^Loc. Pucioasa, Oraş Pucioasa, FLORIN POPESCU - CAMPION OLIMPIC SYDNEI 2000 
GENETIC LAB SRL^13571513^Bucureşti^Bucureşti Sectorul 1, MILCOV 5
LEXMARK INTERNATIONAL TECHNOLOGY ROMANIA SRL^13994319^Bucureşti^Bucureşti Sectorul 1, Str. DANIELOPOLU 4-6
EAGLE BEST CONSULTING SRL^25027184^Bucureşti^Bucureşti Sectorul 1, VICTORIEI 142
MARIA DREAM 62 SRL^26049997^Bucureşti^Bucureşti Sectorul 5, Str. NĂSĂUD 68
MARGEAN SERVICII DE LUX SRL^26325766^Bucureşti^Bucureşti Sectorul 2, Str. ION MAIORESCU 27B
TREMURICI I. AURORA-CRISTINA ÎNTREPRINDERE FAMILIALĂ^17805722^Olt^Municipiul Caracal, Str. Calea Bucureşti 10
FLORITRUCK SRL^21218750^Suceava^Sat Chilişeni, Comuna Udeşti, Str. PRINCIPALĂ 14
INCĂU EMIL-FLORIN PERSOANĂ FIZICĂ AUTORIZATĂ^30049790^Arad^Sat Zăbrani, Comuna Zăbrani, ZĂBRANI 12
TDMF LUX CONSTRUCIONES SRL^37658936^Argeş^Sat Albeştii Ungureni, Comuna Albeştii de Argeş,  73
RAŢ IOAN PERSOANĂ FIZICĂ AUTORIZATĂ^20358411^Hunedoara^Municipiul Deva, Mihai Viteazul 
ŞTEFAN CRINA-GINETA ÎNTREPRINDERE INDIVIDUALĂ^32836161^Prahova^Sat Habud, Comuna Şirna, HĂBUD 44 A
ALBOTEANU MARIN ALIN PERSOANĂ FIZICĂ AUTORIZATĂ^21687722^Dolj^Municipiul Craiova, B-dul DACIA 159
NECHITA S.E. ADRIANA SRL^31053846^Dolj^Municipiul Băileşti, VICTORIEI 143
STAL RETAIL S.R.L.^39235088^Timiş^Municipiul Timişoara, AUREL POPOVICI 7
MUSTAŢĂ CORNEL PERSOANĂ FIZICĂ AUTORIZATĂ^28755611^Galaţi^Sat Barcea, Comuna Barcea,  1294
CONSTANTIN I. STAN PERSOANĂ FIZICĂ AUTORIZATĂ^27730686^Galaţi^Sat Podoleni, Comuna Barcea,  3
EMSIA CLEANING SERVICES S.R.L.^38791409^Bucureşti^Bucureşti Sectorul 3, PĂRULUI 32
SEB INVESTMENT HUB S.R.L.^49395531^Iaşi^Municipiul Iaşi, VIŞAN 46
MIRIȘAN RADU VASILE PERSOANĂ FIZICĂ AUTORIZATĂ^39491493^Timiş^Municipiul Timişoara, ARADULUI 24
IJUST EUROPE INTERNATIONAL CONSULTANTS S.R.L.^39870055^Bucureşti^Bucureşti Sectorul 3, I. C. BRĂTIANU 5
PUȘCAȘ VASILE RODICA PERSOANĂ FIZICĂ AUTORIZATĂ^40085510^Mureş^Sat Ruşii-Munţi, Comuna Ruşii-Munţi, RUŞII-MUNŢI 348
CONACUL CU NUCI SRL^23861042^Giurgiu^Sat Joiţa, Comuna Joiţa, Bucureşti 4
VALMARY CONCEPT IMPEX SRL^36820443^Bucureşti^Bucureşti Sectorul 6, ING. NICOLAE TEODORESCU 20
GABRIELA-SAGITARIO SRL^30606492^Iaşi^Municipiul Iaşi, SG. GRIGORE ION 3
MARINGICĂ FANE ÎNTREPRINDERE FAMILIALĂ^21408992^Teleorman^Sat Salcia, Comuna Salcia,  
BOLONI EURO TRANS S.R.L.^41174241^Braşov^Sat Apaţa, Comuna Apaţa, Principală 286
BIVOLARU G. ADRIAN PERSOANĂ FIZICĂ AUTORIZATĂ^42480931^Buzău^Municipiul Buzău, RĂCHITEI 28
PALMIERI SIMONA RAFFAELA PERSOANĂ FIZICĂ AUTORIZATĂ^42290236^Braşov^Municipiul Braşov, ALEXANDRU SAHIA 2
CAR POST MAIL S.R.L.^42993198^Maramureş^Municipiul Baia Mare, BUCUREŞTI 11A
TUDOR I. MARIN PERSOANĂ FIZICĂ AUTORIZATĂ^43461504^Ilfov^Sat Domneşti, Comuna Domneşti, Rondului 38
FAMILY MSA S.R.L.^48635326^Braşov^Municipiul Braşov, PRUNULUI 14
MULTI - DON - APISS S.R.L.^45472950^Botoşani^Oraş Bucecea, BUCECEA 
MOIŞ CRENGUŢA ÎNTREPRINDERE INDIVIDUALĂ^45942920^Maramureş^Sat Prislop, Comuna Boiu Mare, La Cruce 20
GHIDEXIM S.R.L.^49430370^Gorj^Sat Albeni, Comuna Albeni, Gilortului 233
MLA DESIGN CONSTRUCT S.R.L.^46933296^Argeş^Sat Smeura, Comuna Moşoaia, Viitorului 17
GHEORGHE I. NICOLETA PERSOANĂ FIZICĂ AUTORIZATĂ^48811201^Argeş^Sat Podu Broşteni, Oraş Costeşti,  196B
SIMION DANIEL PERSOANĂ FIZICĂ AUTORIZATĂ^50048501^Tulcea^Loc. Babadag, Oraş Babadag, DESPINA DOAMNA 27
VOJA VICTORIA S.R.L.^49712168^Vâlcea^Sat Bârlogu, Comuna Stoeneşti, Luncii 27
