DENUMIRE^CUI^ADR_JUDET^ADRESA
BROTHERS PERFORMANCE S.R.L.^49640282^Giurgiu^Municipiul Giurgiu, BUCUREŞTI 
DARELENA TEX S.R.L.^49554289^Braşov^Sat Părău, Comuna Părău, PĂRĂU 9
CASA TIVOLI LUX S.R.L.^49315273^Bucureşti^Bucureşti Sectorul 2, GĂRII OBOR 3A
NILAN AIR ARCHITECTS S.R.L.^43489521^Cluj^Municipiul Cluj-Napoca, Răchitei 22
UNICOM INTERMODAL S.R.L.^49561618^Ilfov^Oraş Voluntari, PIPERA 1-IA
PHAERIA SOLUTIONS S.R.L.^49306550^Iaşi^Municipiul Iaşi, OŢELARI 16
OVI AUTOMOBILE S.R.L.^49503790^Suceava^Sat Poieni-Solca, Comuna Poieni-Solca, Principală 23
CINCA DANIELA-MALVINA ÎNTREPRINDERE INDIVIDUALĂ^49300370^Timiş^Sat Ianova, Comuna Remetea Mare,  681
ELECTRAS S.R.L.^49603322^Timiş^Municipiul Timişoara, LĂPTARILOR 7
AMABIO S.R.L.^49302257^Alba^Municipiul Alba Iulia, REVOLUŢIEI 1989 77
RESPIRABINE S.R.L.^49659110^Constanţa^Municipiul Constanţa, I. C. BRĂTIANU 94
NEACSU & ASOCIATII S.R.L.^49729534^Bucureşti^Bucureşti Sectorul 2, GRIGORE C. MOISIL 4
MACIORNEA TRANS S.R.L.^49659889^Iaşi^Municipiul Iaşi, DACIA 40
BLS SERVICE AUTOMOBILE S.R.L.^50364520^Sălaj^Municipiul Zalău, 22 DECEMBRIE 1989 244
STĂNUŞ S. ELENA PFA^49675868^Sibiu^Municipiul Sibiu, TRACTORULUI 33K
LUNA CONSTRUCTION AND CLEANING SOLUTIONS S.R.L.^49679940^Bihor^Municipiul Oradea, VASILE CONTA 31
THE GREEN TREE S.R.L.^49242880^Bucureşti^Bucureşti Sectorul 6, PRAVĂŢ 2
ARIAKI STORE S.R.L.^49689030^Bihor^Municipiul Oradea, TRANSILVANIEI 11
AQUA DETAILING S.R.L.^49435725^Bucureşti^Bucureşti Sectorul 3, Nicolae Grigorescu 59
VICTOR'S LEMN S.R.L.^46104506^Mureş^Loc. Luduş, Oraş Luduş, BRADULUI 
LYD INSURANCE S.R.L.^49326019^Bucureşti^Bucureşti Sectorul 3, MATEI BASARAB 13-15
TRUST FOODS S.R.L.^52948828^Hunedoara^Sat Boiu, Comuna Rapoltu Mare, BOIU 66
IANIS AUTO SPEED S.R.L.^49689383^Olt^Sat Vlădila, Comuna Vlădila, ION CREANGĂ 34
LA PONTON S.R.L.^49818879^Caraş-Severin^Sat Divici, Comuna Pojejena, DIVICI 9
CABINET MEDICAL DR. CEACHIR S.R.L.^49758114^Timiş^Municipiul Timişoara, Liviu Rebreanu 181
NEXUS YELLOW S.R.L.^50077582^Bucureşti^Bucureşti Sectorul 1, GRIVIŢEI 530
ASSET MARKET S.R.L.^50077876^Bucureşti^Bucureşti Sectorul 5, DUMBRAVA NOUĂ 39
BAXTER CONSTRUCT S.R.L.^49935232^Bucureşti^Bucureşti Sectorul 2, Dâmbovicioara 17
VELVET VANITY STUDIO S.R.L.^49955817^Vaslui^Sat Drăgeşti, Comuna Todireşti, DRĂGEŞTI 97
ARAMCO NETWORK S.R.L.^49760866^Bucureşti^Bucureşti Sectorul 1, MUREŞ 25
STYLECRAFT BUILDINGS S.R.L.^49819955^Bucureşti^Bucureşti Sectorul 1, GHEORGHE SIMIONESCU 19
TOMIS TRADE S.R.L.^49757283^Constanţa^Municipiul Constanţa, MIRCEA CEL BĂTRÂN 6
STORY OF FLAVOURS S.R.L.^49957737^Buzău^Municipiul Buzău, Nicolae Bălcescu 
PERFECT YARD S.R.L.^49876284^Giurgiu^Sat Săbăreni, Comuna Săbăreni, SALCÂMILOR 3
DOI FRAȚI D & M S.R.L.^50126731^Satu Mare^Sat Medieşu Aurit, Comuna Medieşu Aurit, Sfântul Ioan 38
S L E TIMBER S.R.L.^46966447^Suceava^Sat Mălini, Comuna Mălini, POIENII 58
SOFITECT EAST S.R.L.^50149727^Bucureşti^Bucureşti Sectorul 2, DIMITRIE POMPEIU 5-7
LISRUT S.R.L.^49910653^Prahova^Municipiul Ploieşti, ÎNFRĂŢIRII 1
VALEDY GRUP PREST S.R.L.^49795996^Giurgiu^Sat Joiţa, Comuna Joiţa, Câmpiei 63H
ECO WAVE POWER S.R.L.^50110727^Călăraşi^Municipiul Călăraşi, DOBROGEI 46
SERVICII PATRIS OFFICE S.R.L.^50125752^Timiş^Municipiul Timişoara, Lămâiţei 10/C
INTER ANAIDEX S.R.L.^50174089^Botoşani^Municipiul Botoşani, PRIMĂVERII 19
DAVIDESCU GEORGE PERSOANĂ FIZICĂ AUTORIZATĂ^49880102^Bucureşti^Bucureşti Sectorul 6, Dr Ernest  DJuvara 1
KILLIAN EM DEVELOPMENT S.R.L.^50184309^Ilfov^Loc. Buftea, Oraş Buftea, MOTOC 33A
SALOMON CONCEPT S.R.L.^50002105^Ialomiţa^Municipiul Urziceni, AV. JIPA IONESCU 1
BADEA MARIUS-ALIN ÎNTREPRINDERE INDIVIDUALĂ^50013023^Argeş^Municipiul Piteşti, BRADULUI 15
WAWELE S.R.L.^49722471^Braşov^Sat Cristian, Comuna Cristian, LUNGĂ 186
DĂNCIULESCU CĂLIN-VIOREL PERSOANĂ FIZICĂ AUTORIZATĂ^49728881^Dolj^Municipiul Craiova, BĂTRÎNILOR 2
MITRUȘ I. ALEXANDRU PERSOANĂ FIZICĂ AUTORIZATĂ^49703763^Bucureşti^Bucureşti Sectorul 1, BUCUREŞTII NOI 136
RUCKUS CLOTHING S.R.L.^49707790^Prahova^Municipiul Ploieşti, CLEMENŢEI 32
THE JUNIOR JOHNNY S.R.L.^50102996^Cluj^Municipiul Cluj-Napoca, COSAŞILOR 1
MIRSPEED S.R.L.^50084750^Bucureşti^Bucureşti Sectorul 6, UVERTURII 6
NICOARA STOICA PAUL FLORIN PERSOANĂ FIZICĂ AUTORIZATĂ^49990253^Cluj^Sat Dezmir, Comuna Apahida, PLANOARELOR 15B
IVAŞCU IONUŢ-EDUARD PERSOANĂ FIZICĂ AUTORIZATĂ^50044666^Argeş^Oraş Mioveni, DACIA 277
